2025-12-05 15:30:04.483387;Katerina;Zakaznik;3349;2026-01-01;2027-01-01;30.95
2025-12-05 16:02:35.339044;Obchodnik;Dalsi zakaznik;5061;2026-01-01;2027-07-01;31.15
2025-12-05 16:03:50.162358;KK;AA;994;2026-06-01;2026-12-01;30.525
2025-12-05 16:04:32.449586;Ty;Ja;1931;2025-12-01;2026-06-01;26.825
2025-12-08 10:48:43.962321;fxef;xfweq;1712;2026-01-01;2026-07-01;31.525
2025-12-08 10:50:17.493394;cčšfqxe;cfqšfgec;3349;2026-01-01;2027-01-01;31.425
2025-12-08 10:59:26.939723;oo;zz;0;2026-01-01;2026-01-01;NaN
2025-12-08 11:01:18.43468;ggtr;gtr;531;2026-01-01;2026-02-01;31.75
2025-12-08 14:05:42.951518;ewvrev;vresgvf;1666;2026-01-01;2026-06-01;31.15
2025-12-08 14:31:55.471293;ewvrev;vresgvf;1931;2025-09-01;2026-06-01;26.875
2025-12-08 14:50:36.653619;gsc;ctrcg;1712;2026-01-01;2026-07-01;31.075
2025-12-08 14:53:35.780005;cea;ca;1712;2026-01-01;2026-07-01;31.075
2025-12-08 14:55:43.225945;cea;ca;1712;2026-01-01;2026-07-01;31.075
2025-12-08 14:57:25.687795;xdsěwd;d;1900;2026-01-01;2026-10-01;30.95
2025-12-08 14:59:22.507341;fqxe;yfqe;1581;2026-01-01;2026-05-01;31.2
2025-12-08 15:00:27.994095;gcs;xgersf;1581;2026-01-01;2026-05-01;31.2
2025-12-08 15:00:54.147126;rdg;gvse;1666;2026-01-01;2026-06-01;31.125
2025-12-08 15:03:24.77478;rdqěšrd;fe;1581;2026-01-01;2026-05-01;31.2
2025-12-08 15:03:57.63138;zgjf;jrttj;1666;2026-01-01;2026-06-01;31.125
2025-12-08 15:15:25.972648;cgw;wxf;1581;2026-01-01;2026-05-01;31.2
2025-12-08 15:17:30.431331;dqwd;cwae;1581;2026-01-01;2026-05-01;31.2
2025-12-08 15:18:41.720855;jbsv;vd;1581;2026-01-01;2026-05-01;31.2
2025-12-08 15:18:58.009174;vvvadv;vsdxvd;2171;2026-01-01;2026-11-01;30.875
2025-12-08 15:23:48.964842;fwe;cwgr;1581;2026-01-01;2026-05-01;31.2
2025-12-08 15:24:29.93029;fawef;fawea;1581;2026-01-01;2026-05-01;31.2
2025-12-08 15:26:57.412968;ywfe;yfwe;1581;2026-01-01;2026-05-01;31.2
2025-12-08 15:28:32.274014;FEW;EFW;1666;2026-01-01;2026-06-01;31.125
2025-12-08 15:30:14.727405;hc;cse;1666;2026-01-01;2026-06-01;31.125
2025-12-08 15:35:53.72639;ded;xwd;1581;2026-01-01;2026-05-01;31.2
2025-12-08 15:36:33.270476;gersvd;regsvfc;1581;2026-01-01;2026-05-01;31.2
2025-12-08 15:43:12.001769;fg;gg;1581;2026-01-01;2026-05-01;31.2
2025-12-08 15:46:36.550009;hh;rr;8451;2026-01-01;2028-08-01;30.7
2025-12-09 13:55:01.570215;obchodnik;zakaznik;2661;2026-01-01;2026-12-01;31.45
2025-12-09 15:07:08.296726;fčwrefšwrecf;frc;1581;2026-01-01;2026-05-01;31.8
2025-12-10 13:53:45.016709;dqxd;dxwaed;1666;2026-01-01;2026-06-01;34.6
2025-12-10 14:58:18.565592;gserbdfhbx;hsebdbf;1712;2026-01-01;2026-07-01;34.575
